token,lemma,pronoun_type
vai-mu,vai-mina,"('pers ps1',)"
vaielda-ma,vaielda-mina,"('pers ps1',)"
vaik-seks,vaik-see,"('dem',)"
vaik-selt,vaik-see,"('dem',)"
vaim-selt,vaim-see,"('dem',)"
vaimus-tas,vaimus-tema,"('pers ps3',)"
vajadu-sel,vajadu-see,"('dem',)"
vajadu-sest,vajadu-see,"('dem',)"
val-mis,val-mis,"('inter rel',)"
val-mis-ta-mi-seks,val-mis-ta-mi-see,"('dem',)"
val-va-ma,val-va-mina,"('pers ps1',)"
valdus-SEs,valdus-see,"('dem',)"
vale-iseennast,vale-iseenese,"('pos', 'refl')"
vale-mina,vale-mina,"('pers ps1',)"
valega.see,valega.see,"('dem',)"
valesti.see,valesti.see,"('dem',)"
valetab.me,valetab.mina,"('pers ps1',)"
valge-must,valge-mina,"('pers ps1',)"
valge-punane-must,valge-punane-mina,"('pers ps1',)"
valge-roheline-must,valge-roheline-mina,"('pers ps1',)"
valged-või-kurat-teab-kes,valged-või-kurat-teab-kes,"('inter rel',)"
valgu-ses,valgu-see,"('dem',)"
vali-me,vali-mina,"('pers ps1',)"
vali-meid,vali-mina,"('pers ps1',)"
vali-mind,vali-mina,"('pers ps1',)"
valik-on-teie,valik-on-sina,"('pers ps2',)"
valimis-te,valimis-sina,"('pers ps2',)"
valit-sus,valit-sina,"('pers ps2',)"
valit-susse,valit-sina,"('pers ps2',)"
valitsu-sest,valitsu-see,"('dem',)"
valmimi-seks,valmimi-see,"('dem',)"
valmis-tas,valmis-tema,"('pers ps3',)"
valmistu-ma,valmistu-mina,"('pers ps1',)"
valmistunud.seda,valmistunud.see,"('dem',)"
valvearsti-ta,valvearsti-tema,"('pers ps3',)"
vana.ma,vana.mina,"('pers ps1',)"
vane-ma,vane-mina,"('pers ps1',)"
vanemad-kes,vanemad-kes,"('inter rel',)"
vanu-ses,vanu-see,"('dem',)"
vanu-sest,vanu-see,"('dem',)"
vapus-tas,vapus-tema,"('pers ps3',)"
var-ja-mi-seks,var-ja-mi-see,"('dem',)"
vara-kõik,vara-kõik,"('det',)"
vara-ses,vara-see,"('dem',)"
varas-kes,varas-kes,"('inter rel',)"
varguse-valetamise-mille,varguse-valetamise-mis,"('inter rel',)"
vari-ses,vari-see,"('dem',)"
variant1-ise,variant1-ise,"('pos', 'det', 'refl')"
varjant.neid,varjant.see,"('dem',)"
varjant.neid,varjant.tema,"('pers ps3',)"
vas-ta-sel,vas-ta-see,"('dem',)"
vas-tas,vas-tema,"('pers ps3',)"
vas-tu-pi-di-ses,vas-tu-pi-di-see,"('dem',)"
vast-kõik,vast-kõik,"('det',)"
vasta-ma,vasta-mina,"('pers ps1',)"
vastake-ma,vastake-mina,"('pers ps1',)"
vastumeel-sus,vastumeel-sina,"('pers ps2',)"
vastupidi-see,vastupidi-see,"('dem',)"
vastust.seda,vastust.see,"('dem',)"
vastutee-neid,vastutee-see,"('dem',)"
vastutee-neid,vastutee-tema,"('pers ps3',)"
ve-enda,ve-ise,"('pos', 'det', 'refl')"
ve-ni-ma,ve-ni-mina,"('pers ps1',)"
vedanud.ma,vedanud.mina,"('pers ps1',)"
vee-ta,vee-tema,"('pers ps3',)"
veebivärava-taolist,veebivärava-taoline,"('dem',)"
veel-milline,veel-milline,"('rel',)"
veel-miski,veel-miski,"('indef',)"
veel.see,veel.see,"('dem',)"
veepuudu-sel,veepuudu-see,"('dem',)"
veeretada-nemad,veeretada-tema,"('pers ps3',)"
veesoone.ise,veesoone.ise,"('pos', 'det', 'refl')"
veetõu-sust,veetõu-sina,"('pers ps2',)"
veitsi-taolise,veitsi-taoline,"('dem',)"
ven-nad,ven-tema,"('pers ps3',)"
vendetta-taolist,vendetta-taoline,"('dem',)"
vene-setu,vene-setu,"('indef',)"
ver2-kõik,ver2-kõik,"('det',)"
veranda-taolised,veranda-taoline,"('dem',)"
verit-sus,verit-sina,"('pers ps2',)"
versioonTeine,versioonteine,"('dem',)"
vest-lu-sel,vest-lu-see,"('dem',)"
vi-sa,vi-sina,"('pers ps2',)"
viagra-taoliste,viagra-taoline,"('dem',)"
video.minu,video.mina,"('pers ps1',)"
videomakk-see,videomakk-see,"('dem',)"
viga-mõnda,viga-mõni,"('indef',)"
viga-mõnda,viga-mõni,"('indef',)"
viga.minu,viga.mina,"('pers ps1',)"
viga.sinu,viga.sina,"('pers ps2',)"
vigastu-sest,vigastu-see,"('dem',)"
vih-ka-me,vih-ka-mina,"('pers ps1',)"
vih-ka-mi-sest,vih-ka-mi-see,"('dem',)"
vii-ma-sel,vii-ma-see,"('dem',)"
vii-sa,vii-sina,"('pers ps2',)"
vii-sa-,vii-sina,"('pers ps2',)"
vii-sa-ku-sest,vii-sa-ku-see,"('dem',)"
vii-tas,vii-tema,"('pers ps3',)"
viievõistlu-ses,viievõistlu-see,"('dem',)"
viigisei-sult,viigisei-sina,"('pers ps2',)"
viima-seks,viima-see,"('dem',)"
viima-sel,viima-see,"('dem',)"
viima-ses,viima-see,"('dem',)"
viima-sesse,viima-see,"('dem',)"
viima-sest,viima-see,"('dem',)"
viimast-kui-üht,viimast-kui-üks,"('dem', 'indef')"
viimne-kui-üks,viimne-kui-üks,"('dem', 'indef')"
viinajooksu.see,viinajooksu.see,"('dem',)"
viirustega.nad,viirustega.tema,"('pers ps3',)"
viis-teist,viis-sina,"('pers ps2',)"
viis-teist,viis-teine,"('dem',)"
viis-ühele,viis-üks,"('dem', 'indef')"
viis-ühelt,viis-üks,"('dem', 'indef')"
viis-ühte,viis-üks,"('dem', 'indef')"
viis-üks,viis-üks,"('dem', 'indef')"
viite.mõni,viite.mõni,"('indef',)"
vim-ma,vim-mina,"('pers ps1',)"
viriseda.see,viriseda.see,"('dem',)"
visiitkaardi-taolist,visiitkaardi-taoline,"('dem',)"
viskejulgu-sest,viskejulgu-see,"('dem',)"
viski-seks,viski-see,"('dem',)"
viskit.iga,viskit.iga,"('det',)"
vokaal-mina,vokaal-mina,"('pers ps1',)"
vokaalsu-sest,vokaalsu-see,"('dem',)"
vor-me,vor-mina,"('pers ps1',)"
vor-mis,vor-mis,"('inter rel',)"
vor-mis-ta-mi-sel,vor-mis-ta-mi-see,"('dem',)"
vormel-1-te,vormel-1-sina,"('pers ps2',)"
vormel-ühe,vormel-üks,"('dem', 'indef')"
vormel-ühega,vormel-üks,"('dem', 'indef')"
vormel-ühel,vormel-üks,"('dem', 'indef')"
vormel-ühele,vormel-üks,"('dem', 'indef')"
vormel-ühelt,vormel-üks,"('dem', 'indef')"
vormel-ühes,vormel-üks,"('dem', 'indef')"
vormel-ühest,vormel-üks,"('dem', 'indef')"
vormel-ühte,vormel-üks,"('dem', 'indef')"
vormel-üks,vormel-üks,"('dem', 'indef')"
vot.teid,vot.sina,"('pers ps2',)"
votta.sest,votta.see,"('dem',)"
vuhvel-tosse,vuhvel-too,"('dem',)"
vä-gi-vald-sus,vä-gi-vald-sina,"('pers ps2',)"
vä-he-ne-ma,vä-he-ne-mina,"('pers ps1',)"
vä-he-sel,vä-he-see,"('dem',)"
vä-he-sest,vä-he-see,"('dem',)"
vä-hen-da-mi-seks,vä-hen-da-mi-see,"('dem',)"
vä-lis-fir-ma,vä-lis-fir-mina,"('pers ps1',)"
vä.ma,vä.mina,"('pers ps1',)"
väeük-sus,väeük-sina,"('pers ps2',)"
vähe-palju,vähe-palju,"('indef',)"
vähem-sama,vähem-sama,"('dem',)"
vähem.ma,vähem.mina,"('pers ps1',)"
vähemusrahvu-seks,vähemusrahvu-see,"('dem',)"
vähemusrahvust-kelle,vähemusrahvust-kes,"('inter rel',)"
vähk.neil,vähk.see,"('dem',)"
vähk.neil,vähk.tema,"('pers ps3',)"
väi-ke-ses,väi-ke-see,"('dem',)"
väi-ta,väi-tema,"('pers ps3',)"
väi-teid,väi-sina,"('pers ps2',)"
väik-se-ma,väik-se-mina,"('pers ps1',)"
väikelapse-iga,väikelapse-iga,"('det',)"
väl-ja-kut-seks,väl-ja-kut-see,"('dem',)"
väl-ja-vaa-teid,väl-ja-vaa-sina,"('pers ps2',)"
väl-jas-tas,väl-jas-tema,"('pers ps3',)"
väl-tas,väl-tema,"('pers ps3',)"
väl-ti-mi-seks,väl-ti-mi-see,"('dem',)"
väli-must,väli-mina,"('pers ps1',)"
väli-selt,väli-see,"('dem',)"
väliköögi-taoline,väliköögi-taoline,"('dem',)"
välimu-sest,välimu-see,"('dem',)"
välis-tas,välis-tema,"('pers ps3',)"
välja-meie,välja-mina,"('pers ps1',)"
välja.minu,välja.mina,"('pers ps1',)"
välja.see,välja.see,"('dem',)"
välja.selle,välja.see,"('dem',)"
välja.sest,välja.see,"('dem',)"
välja.sinu,välja.sina,"('pers ps2',)"
väljamõeldis.ma,väljamõeldis.mina,"('pers ps1',)"
väljapää-su,väljapää-sina,"('pers ps2',)"
väljastatava-te,väljastatava-sina,"('pers ps2',)"
väljavahetami-sest,väljavahetami-see,"('dem',)"
väljavõt-teid,väljavõt-sina,"('pers ps2',)"
vältimi-seks,vältimi-see,"('dem',)"
vär-ba-mi-sest,vär-ba-mi-see,"('dem',)"
värk.see,värk.see,"('dem',)"
väsi-mus,väsi-mina,"('pers ps1',)"
väärili-selt,väärili-see,"('dem',)"
väärtu-ses,väärtu-see,"('dem',)"
väärtu-sest,väärtu-see,"('dem',)"
võetud-mina,võetud-mina,"('pers ps1',)"
võh-ma,võh-mina,"('pers ps1',)"
või-kurat-teab-mida,või-kurat-teab-mis,"('inter rel',)"
või-me,või-mina,"('pers ps1',)"
või-meid,või-mina,"('pers ps1',)"
või-midagi,või-miski,"('indef',)"
või-mu,või-mina,"('pers ps1',)"
või-mu-,või-mina,"('pers ps1',)"
või-muga,või-mina,"('pers ps1',)"
või-mul,või-mina,"('pers ps1',)"
või-mult,või-mina,"('pers ps1',)"
või-must,või-mina,"('pers ps1',)"
või-ta,või-tema,"('pers ps3',)"
või.kes,või.kes,"('inter rel',)"
võiduloo-taoline,võiduloo-taoline,"('dem',)"
võidut-ses,võidut-see,"('dem',)"
võik-si-me,võik-si-mina,"('pers ps1',)"
võilei-va-te-ha-ses,võilei-va-te-ha-see,"('dem',)"
võima-lik-ku-sest,võima-lik-ku-see,"('dem',)"
võimal-da-ma,võimal-da-mina,"('pers ps1',)"
võimalik.see,võimalik.see,"('dem',)"
võimalu-sest,võimalu-see,"('dem',)"
võimalusest-mitmes,võimalusest-mitmes,"('inter rel', 'indef')"
võimalusest-mitmes,võimalusest-mitu,"('indef',)"
võimatu.talle,võimatu.tema,"('pers ps3',)"
võimeku-ses,võimeku-see,"('dem',)"
võimle-mis,võimle-mis,"('inter rel',)"
võimsai-ma,võimsai-mina,"('pers ps1',)"
võimu-ses,võimu-see,"('dem',)"
võimuvahetu-sest,võimuvahetu-see,"('dem',)"
võisteldaõÜks,võisteldaõüks,"('dem', 'indef')"
võistlemi-sest,võistlemi-see,"('dem',)"
võit-le-ma,võit-le-mina,"('pers ps1',)"
võit-le-mi-seks,võit-le-mi-see,"('dem',)"
võitja-võtab-kõik,võitja-võtab-kõik,"('det',)"
võiva-te,võiva-sina,"('pers ps2',)"
võltsimi-sest,võltsimi-see,"('dem',)"
võlud.üks,võlud.üks,"('dem', 'indef')"
võrd-seks,võrd-see,"('dem',)"
võrd-selt,võrd-see,"('dem',)"
võrdseteks-see,võrdseteks-see,"('dem',)"
võru-setu,võru-setu,"('indef',)"
võt-ma,võt-mina,"('pers ps1',)"
võt-meid,võt-mina,"('pers ps1',)"
võt-teid,võt-sina,"('pers ps2',)"
võta-me,võta-mina,"('pers ps1',)"
võtnud-ise,võtnud-ise,"('pos', 'det', 'refl')"
võtta-mida,võtta-mis,"('inter rel',)"
võõras-oma,võõras-oma,"('pos', 'det', 'refl')"
võõrkeel-te,võõrkeel-sina,"('pers ps2',)"
võõrsõ-nad,võõrsõ-tema,"('pers ps3',)"
võõrvõi-mu,võõrvõi-mina,"('pers ps1',)"
wau.sa,wau.sina,"('pers ps2',)"
week-end,week-ise,"('pos', 'det', 'refl')"
wizzy-neid,wizzy-see,"('dem',)"
wizzy-neid,wizzy-tema,"('pers ps3',)"
workshopi-taolisest,workshopi-taoline,"('dem',)"
wrestling.üks,wrestling.üks,"('dem', 'indef')"
x-iga,x-iga,"('det',)"
x-palju,x-palju,"('indef',)"
x1–esimene,x1-esimene,"('dem',)"
xKes,xkes,"('inter rel',)"
xKõige,xkõik,"('det',)"
xMingit,xmingi,"('indef',)"
xNad,xtema,"('pers ps3',)"
xNende,xsee,"('dem',)"
xNende,xtema,"('pers ps3',)"
xSeda,xsee,"('dem',)"
xSelleks,xsee,"('dem',)"
xr2-üks,xr2-üks,"('dem', 'indef')"
xr3-me,xr3-mina,"('pers ps1',)"
y-iga,y-iga,"('det',)"
y-palju,y-palju,"('indef',)"
y-te,y-sina,"('pers ps2',)"
yht-teist,yht-sina,"('pers ps2',)"
yht-teist,yht-teine,"('dem',)"
z-palju,z-palju,"('indef',)"
z-te,z-sina,"('pers ps2',)"
zhanripuh-talt,zhanripuh-tema,"('pers ps3',)"
zombiega.ta,zombiega.tema,"('pers ps3',)"
ÄRGE-PILDISTAGE-MIND,ärge-pildistage-mina,"('pers ps1',)"
Ärmpalu-taolisi,Ärmpalu-taoline,"('dem',)"
Õllesummeri-taolistel,õllesummeri-taoline,"('dem',)"
Õnn-see,õnn-see,"('dem',)"
Õnnetu-ses,õnnetu-see,"('dem',)"
Õnnetu-sest,õnnetu-see,"('dem',)"
ÖÖ-KI-MA,öö-KI-mina,"('pers ps1',)"
Öö-sel,öö-see,"('dem',)"
ÜHE,üks,"('dem', 'indef')"
ÜHE-,üks,"('dem', 'indef')"
ÜHED,üks,"('dem', 'indef')"
ÜHEGI,üks,"('dem', 'indef')"
ÜHEKS,üks,"('dem', 'indef')"
ÜHEL,üks,"('dem', 'indef')"
ÜHELE,üks,"('dem', 'indef')"
ÜHELEGI,üks,"('dem', 'indef')"
ÜHELGI,üks,"('dem', 'indef')"
ÜHELT,üks,"('dem', 'indef')"
ÜHENA,üks,"('dem', 'indef')"
ÜHES,üks,"('dem', 'indef')"
ÜHESKI,üks,"('dem', 'indef')"
ÜHEST,üks,"('dem', 'indef')"
ÜHESTKI,üks,"('dem', 'indef')"
ÜHT,üks,"('dem', 'indef')"
ÜHTE,üks,"('dem', 'indef')"
ÜHTEDE,üks,"('dem', 'indef')"
ÜHTEGI,üks,"('dem', 'indef')"
ÜHTKI,üks,"('dem', 'indef')"
ÜKS,üks,"('dem', 'indef')"
ÜKSKI,üks,"('dem', 'indef')"
ÜKSTEISE,üksteise,"('pos', 'det', 'refl')"
ÜKSTEISELE,üksteise,"('pos', 'det', 'refl')"
ÜKSTEISEST,üksteise,"('pos', 'det', 'refl')"
ÜKSTEIST,üksteise,"('pos', 'det', 'refl')"
Ühe,üks,"('dem', 'indef')"
Ühe-,üks,"('dem', 'indef')"
Ühe-teise,ühe-teine,"('dem',)"
Ühed,üks,"('dem', 'indef')"
Ühedki,üks,"('dem', 'indef')"
Ühega,üks,"('dem', 'indef')"
Ühegagi,üks,"('dem', 'indef')"
Ühegi,üks,"('dem', 'indef')"
Ühek-sa,Ühek-sina,"('pers ps2',)"
Üheks,üks,"('dem', 'indef')"
Ühekski,üks,"('dem', 'indef')"
Ühel,üks,"('dem', 'indef')"
Ühel-samal,ühel-sama,"('dem',)"
Ühele,üks,"('dem', 'indef')"
Ühelegi,üks,"('dem', 'indef')"
Ühelgi,üks,"('dem', 'indef')"
Ühelt,üks,"('dem', 'indef')"
Üheltki,üks,"('dem', 'indef')"
Ühena,üks,"('dem', 'indef')"
Ühendriikide-taoline,ühendriikide-taoline,"('dem',)"
Ühes,üks,"('dem', 'indef')"
Üheski,üks,"('dem', 'indef')"
Ühesse,üks,"('dem', 'indef')"
Ühessegi,üks,"('dem', 'indef')"
Ühest,üks,"('dem', 'indef')"
Ühestki,üks,"('dem', 'indef')"
Üheta,üks,"('dem', 'indef')"
Üht,üks,"('dem', 'indef')"
Üht-,üks,"('dem', 'indef')"
Üht-sest,üht-see,"('dem',)"
Ühte,üks,"('dem', 'indef')"
Ühte-teist,ühte-sina,"('pers ps2',)"
Ühte-teist,ühte-teine,"('dem',)"
Ühtede,üks,"('dem', 'indef')"
Ühtedega,üks,"('dem', 'indef')"
Ühtedeks,üks,"('dem', 'indef')"
Ühtedel,üks,"('dem', 'indef')"
Ühtedele,üks,"('dem', 'indef')"
Ühtedelt,üks,"('dem', 'indef')"
Ühtedes,üks,"('dem', 'indef')"
Ühtedest,üks,"('dem', 'indef')"
Ühtegi,üks,"('dem', 'indef')"
Ühtesid,üks,"('dem', 'indef')"
Ühtki,üks,"('dem', 'indef')"
ÜkS,üks,"('dem', 'indef')"
Üks,üks,"('dem', 'indef')"
Üks-,üks,"('dem', 'indef')"
Üks-kõik,üks-kõik,"('det',)"
Üks-sama,üks-sama,"('dem',)"
Ükski,üks,"('dem', 'indef')"
Üksteise,üksteise,"('pos', 'det', 'refl')"
Üksteisega,üksteise,"('pos', 'det', 'refl')"
Üksteisel,üksteise,"('pos', 'det', 'refl')"
Üksteisele,üksteise,"('pos', 'det', 'refl')"
Üksteiselt,üksteise,"('pos', 'det', 'refl')"
Üksteises,üksteise,"('pos', 'det', 'refl')"
Üksteisesse,üksteise,"('pos', 'det', 'refl')"
Üksteisest,üksteise,"('pos', 'det', 'refl')"
Üksteiseta,üksteise,"('pos', 'det', 'refl')"
Üksteist,üksteise,"('pos', 'det', 'refl')"
Üldi-selt,Üldi-see,"('dem',)"
Üldväsi-must,Üldväsi-mina,"('pers ps1',)"
Üle-eelmi-sel,Üle-eelmi-see,"('dem',)"
Üle-mus,üle-mina,"('pers ps1',)"
Üleriigili-selt,Üleriigili-see,"('dem',)"
Üteldi-see,üteldi-see,"('dem',)"
Ütle-me,ütle-mina,"('pers ps1',)"
äMinu,ämina,"('pers ps1',)"
äge.ma,äge.mina,"('pers ps1',)"
äge.selline,äge.selline,"('dem',)"
äkit-selt,äkit-see,"('dem',)"
ära-minu,ära-mina,"('pers ps1',)"
ära-osta-midagi-,ära-osta-miski,"('indef',)"
ära-selle,ära-see,"('dem',)"
ära-unusta-mind,ära-unusta-mina,"('pers ps1',)"
ära.me,ära.mina,"('pers ps1',)"
ära.nad,ära.tema,"('pers ps3',)"
ära.üks,ära.üks,"('dem', 'indef')"
äratami-seks,äratami-see,"('dem',)"
äratundmisrõõ-mu,äratundmisrõõ-mina,"('pers ps1',)"
äratundmisrõõ-mul,äratundmisrõõ-mina,"('pers ps1',)"
äri-kor-ral-du-ses,äri-kor-ral-du-see,"('dem',)"
äria-ja-mi-seks,äria-ja-mi-see,"('dem',)"
ärilau-sest,ärilau-see,"('dem',)"
äriregistri-taolised,äriregistri-taoline,"('dem',)"
äritsejad-vahendajad-kõige,äritsejad-vahendajad-kõik,"('det',)"
ärrituse-taolist,ärrituse-taoline,"('dem',)"
äär-mi-selt,äär-mi-see,"('dem',)"
äär-mu-sest,äär-mu-see,"('dem',)"
æMust,æmina,"('pers ps1',)"
æSinu,æsina,"('pers ps2',)"
ææKõik,æækõik,"('det',)"
ææMeie,ææmina,"('pers ps1',)"
ææNeed,ææsee,"('dem',)"
ææNeile,ææsee,"('dem',)"
ææNeile,æætema,"('pers ps3',)"
ææSee,ææsee,"('dem',)"
óMinu,ómina,"('pers ps1',)"
óMul,ómina,"('pers ps1',)"
óTema,ótema,"('pers ps3',)"
õht-teist,õht-sina,"('pers ps2',)"
õht-teist,õht-teine,"('dem',)"
õhu-mak-su,õhu-mak-sina,"('pers ps2',)"
õhuteenistu-sest,õhuteenistu-see,"('dem',)"
õhutu-sel,õhutu-see,"('dem',)"
õieti.ma,õieti.mina,"('pers ps1',)"
õige-kõige,õige-kõik,"('det',)"
õigeaeg-selt,õigeaeg-see,"('dem',)"
õigeks.ta,õigeks.tema,"('pers ps3',)"
õigla-selt,õigla-see,"('dem',)"
õigus.ma,õigus.mina,"('pers ps1',)"
õigus.see,õigus.see,"('dem',)"
õli-toot-mi-ses,õli-toot-mi-see,"('dem',)"
õnne-taoline,õnne-taoline,"('dem',)"
õnneratta-taoline,õnneratta-taoline,"('dem',)"
õnnetu-sest,õnnetu-see,"('dem',)"
õnnetused.see,õnnetused.see,"('dem',)"
õpe-tas,õpe-tema,"('pers ps3',)"
õpetajaMulle,õpetajamina,"('pers ps1',)"
õpetussõ-nad,õpetussõ-tema,"('pers ps3',)"
õppe-mak-su,õppe-mak-sina,"('pers ps2',)"
õppe-mak-sust,õppe-mak-sina,"('pers ps2',)"
õppea-su-tu-ses,õppea-su-tu-see,"('dem',)"
õppeaas-tal,õppeaas-tema,"('pers ps3',)"
õppeaas-tasse,õppeaas-tema,"('pers ps3',)"
õppep-rog-ram-me,õppep-rog-ram-mina,"('pers ps1',)"
õppi-ma,õppi-mina,"('pers ps1',)"
õppi-mi-seks,õppi-mi-see,"('dem',)"
õppi-mi-sest,õppi-mi-see,"('dem',)"
õppi-mis-,õppi-mis,"('inter rel',)"
õppimi-seks,õppimi-see,"('dem',)"
õppu-sel,õppu-see,"('dem',)"
õr-nad,õr-tema,"('pers ps3',)"
õu-nad,õu-tema,"('pers ps3',)"
öelda-seks,öelda-see,"('dem',)"
öeldud.üks,öeldud.üks,"('dem', 'indef')"
öko-loo-gi-li-seks,öko-loo-gi-li-see,"('dem',)"
öko-loo-gi-li-selt,öko-loo-gi-li-see,"('dem',)"
öko-loo-gi-li-sest,öko-loo-gi-li-see,"('dem',)"
öö-sel,öö-see,"('dem',)"
öörüh-ma,öörüh-mina,"('pers ps1',)"
ü-te,ü-sina,"('pers ps2',)"
ü-ühte,ü-üks,"('dem', 'indef')"
üHE,üks,"('dem', 'indef')"
üHEKS,üks,"('dem', 'indef')"
üHEL,üks,"('dem', 'indef')"
üHELT,üks,"('dem', 'indef')"
üHEST,üks,"('dem', 'indef')"
üHT,üks,"('dem', 'indef')"
üHT-TEIST,üht-sina,"('pers ps2',)"
üHT-TEIST,üht-teine,"('dem',)"
üHTE,üks,"('dem', 'indef')"
üKS,üks,"('dem', 'indef')"
ühe,üks,"('dem', 'indef')"
ühe-,üks,"('dem', 'indef')"
ühe-sama,ühe-sama,"('dem',)"
ühe-teise,ühe-teine,"('dem',)"
ühe-teist,ühe-sina,"('pers ps2',)"
ühe-teist,ühe-teine,"('dem',)"
ühe.ma,ühe.mina,"('pers ps1',)"
üheaeg-selt,üheaeg-see,"('dem',)"
ühed,üks,"('dem', 'indef')"
ühed-ja-samad,ühed-ja-sama,"('dem',)"
ühed-samad,ühed-sama,"('dem',)"
ühed-teised,ühed-teine,"('dem',)"
ühedki,üks,"('dem', 'indef')"
ühega,üks,"('dem', 'indef')"
ühegagi,üks,"('dem', 'indef')"
ühegi,üks,"('dem', 'indef')"
ühek-sa-aas-tast,ühek-sa-aas-tema,"('pers ps3',)"
üheks,üks,"('dem', 'indef')"
üheks-,üks,"('dem', 'indef')"
üheks-teiseks,üheks-teine,"('dem',)"
üheksa-üks-üks,üheksa-üks-üks,"('dem', 'indef')"
ühekski,üks,"('dem', 'indef')"
ühel,üks,"('dem', 'indef')"
ühel-,üks,"('dem', 'indef')"
ühel-samal,ühel-sama,"('dem',)"
ühele,üks,"('dem', 'indef')"
ühele-,üks,"('dem', 'indef')"
ühele-teisele,ühele-teine,"('dem',)"
ühelegi,üks,"('dem', 'indef')"
ühelgi,üks,"('dem', 'indef')"
ühelt,üks,"('dem', 'indef')"
ühelt-,üks,"('dem', 'indef')"
ühelt-ja-samalt,ühelt-ja-sama,"('dem',)"
ühelt-samalt,ühelt-sama,"('dem',)"
üheltki,üks,"('dem', 'indef')"
ühena,üks,"('dem', 'indef')"
üheni,üks,"('dem', 'indef')"
ühes,üks,"('dem', 'indef')"
ühes-,üks,"('dem', 'indef')"
ühes-samas,ühes-sama,"('dem',)"
ühes-teises,ühes-teine,"('dem',)"
üheski,üks,"('dem', 'indef')"
ühesse,üks,"('dem', 'indef')"
ühessegi,üks,"('dem', 'indef')"
ühest,üks,"('dem', 'indef')"
ühest-kes,ühest-kes,"('inter rel',)"
ühest-samast,ühest-sama,"('dem',)"
ühest-teisest,ühest-teine,"('dem',)"
ühestki,üks,"('dem', 'indef')"
üheta,üks,"('dem', 'indef')"
ühi-ne-ma,ühi-ne-mina,"('pers ps1',)"
ühi-ne-mi-sel,ühi-ne-mi-see,"('dem',)"
ühi-ne-mi-sest,ühi-ne-mi-see,"('dem',)"
ühi-se-la-mus,ühi-se-la-mina,"('pers ps1',)"
ühi-sel,ühi-see,"('dem',)"
ühi-selt,ühi-see,"('dem',)"
ühi-ses,ühi-see,"('dem',)"
ühi-sest,ühi-see,"('dem',)"
ühis-te,ühis-sina,"('pers ps2',)"
ühisgümnaasiu-mis,ühisgümnaasiu-mis,"('inter rel',)"
üht,üks,"('dem', 'indef')"
üht-,üks,"('dem', 'indef')"
üht-ja-sama,üht-ja-sama,"('dem',)"
üht-koma-teist,üht-koma-sina,"('pers ps2',)"
üht-koma-teist,üht-koma-teine,"('dem',)"
üht-kui-teist,üht-kui-sina,"('pers ps2',)"
üht-kui-teist,üht-kui-teine,"('dem',)"
üht-la-selt,üht-la-see,"('dem',)"
üht-sama,üht-sama,"('dem',)"
üht-sedasama,üht-seesama,"('dem',)"
üht-seks,üht-see,"('dem',)"
üht-ses,üht-see,"('dem',)"
üht-teis,üht-sina,"('pers ps2',)"
üht-teise,üht-teine,"('dem',)"
ühte,üks,"('dem', 'indef')"
ühte-,üks,"('dem', 'indef')"
ühte-sama,ühte-sama,"('dem',)"
ühte-teist,ühte-sina,"('pers ps2',)"
ühte-teist,ühte-teine,"('dem',)"
ühtede,üks,"('dem', 'indef')"
ühtede-samade,ühtede-sama,"('dem',)"
ühtedega,üks,"('dem', 'indef')"
ühtedeks,üks,"('dem', 'indef')"
ühtedel,üks,"('dem', 'indef')"
ühtedele,üks,"('dem', 'indef')"
ühtedele-samadele,ühtedele-sama,"('dem',)"
ühtedelgi,üks,"('dem', 'indef')"
ühtedelt,üks,"('dem', 'indef')"
ühtedena,üks,"('dem', 'indef')"
ühtedes,üks,"('dem', 'indef')"
ühtedes-samades,ühtedes-sama,"('dem',)"
ühtedesse,üks,"('dem', 'indef')"
ühtedest,üks,"('dem', 'indef')"
ühtedest-samadest,ühtedest-sama,"('dem',)"
ühtegi,üks,"('dem', 'indef')"
ühtegi_,üks,"('dem', 'indef')"
ühtesid,üks,"('dem', 'indef')"
ühtesid-samu,ühtesid-sama,"('dem',)"
ühtki,üks,"('dem', 'indef')"
ük-sus,ük-sina,"('pers ps2',)"
üks,üks,"('dem', 'indef')"
üks-,üks,"('dem', 'indef')"
üks-ja-sama,üks-ja-sama,"('dem',)"
üks-ja-seesama,üks-ja-seesama,"('dem',)"
üks-kõik,üks-kõik,"('det',)"
üks-kõik-millist,üks-kõik-milline,"('det',)"
üks-mitmele,üks-mitu,"('indef',)"
üks-pluss-üks,üks-pluss-üks,"('dem', 'indef')"
üks-sama,üks-sama,"('dem',)"
üks-seesama,üks-seesama,"('dem',)"
üks-teise,üks-teine,"('dem',)"
üks-teisele,üks-teine,"('dem',)"
üks-teiselt,üks-teine,"('dem',)"
üks-teist,üks-sina,"('pers ps2',)"
üks-teist,üks-teine,"('dem',)"
üks-üks-,üks-üks,"('dem', 'indef')"
üksikrüh-ma,üksikrüh-mina,"('det',)"
üksiolemi-sest,üksiolemi-see,"('dem',)"
ükski,üks,"('dem', 'indef')"
ükskõik-kelle,ükskõik-kes,"('inter rel',)"
ükskõik-millise,ükskõik-milline,"('det',)"
ükskõikseks.teda,ükskõikseks.tema,"('det',)"
ükspuha-kumb,ükspuha-kumb,"('rel',)"
ükstei-selt,ükstei-see,"('dem',)"
